username,clean_text_fix,label
araakim21,informasi langsung ditelan mentah musim pemilihan banget hoaks bertebaran menjatuhkan semangat kriti menjatuhkan
polda__kaltara,senin tanggal januari jam indonesia selesai anggota bintara pembina keamanan ketertiban masyarakat brigadir polisi deden prasetyo himbauan keamanan ketertiban masyarakat masyarakat terprovokasi berita hoaks menyukseskan pemilihan damai kepolisian resor tarakan paten
TurnBackHoax,guru ditahan gajinya dipaksa memilih faktanya terkait pemilihan kepala sekolah sekolah menengah negeri berdasarkan keterangannya awak medium menyebut penahanan gaji keterlambatan dibayarkan video viral september
BijakMahal,video dipotong malulah posting hoaks video duta turki video lengkapnya duta berbalik jabat tangan presiden jokowi pemilihan
DarneNyoman,percaya omongan propagandis hai juta orang berani hoaks kaki maaf pincang prabowo berhari tertembak penugasan hoaks remeh intimidasi petugas tim pemberdayaan pembangunan kementerian desa pejabat publik pejabat eselon penyelenggara pemilihan
ChanelAvika,fitnah mainkan video orang laporin penjara nyebarin berita hoaks bikin gaduh negara melulu jelang pemilihan
TurnBackHoax,sinyal dukung ganjar menteri andalan jokowi kompak salam metal jari foto terpublikasi akun instagram sri mulyani desember penetapan nomor urut calon presiden pemilihan penetapan nomor urut calon presiden
TurnBackHoax,badan pengawas pemilihan resmi melarang tim prabowo hadiri debat unggahan video akun youtube klaim badan pengawas pemilihan resmi melarang tim sukses prabowo gibran menghadiri debat unggahan sesuai
macesonyaa,jaga persatuan menciptakan pemilihan aman damai hoaks tolak politik identitas suaramu berharga indonesia
TurnBackHoax,sorotan kelas pembekalan informasi masyarakat anti fitnah indonesia wilayah samarinda rangka vaksin antihoaks lapisan masyarakat indonesia jelang pemilihan masyarakat anti fitnah indonesia samarinda program cek fakta melaksanakan kelas pembekalan informasi cegah hoaks mahasiswai fakultas ilmu sosial politik
dimazirawan53,mari menciptakan pemilihan aman damai hoaks politik identitas
TurnBackHoax,pembekalan informasi provokasi surat suara rusak jelang pemilihan klasifikasi prose penggantian surat suara pemilihan rusak surat suara pemilihan instrumen pelaksanaan pemilihan surat suara direkap
f1_ragnvindr,anjing takut banget kantor berjalan kian kemari hoaks hoaks pemilihan lelah tahunya
Bayu88Priambodo,gila menjerumuskan orang membenarkan presiden uang pemilihan video titik hoaks disinformasi
PartaiSocmed,hoaks jahat pendukung raden wadas membawa dilaporkan kejadian september sangkut pautnya politik pembingkaian ditambahi gambar bobby berhubungan pemilihan dihapus unggahannya
polres_bintan,waspada hoaks ujaran kebencian jelang pemilihan
zelayafujiati,mari menciptakan pemilihan aman damai hoaks politik identitas
madmarput,bahaya hoaks pemilihan
majunusantaraku,mari menciptakan pemilihan aman hoaks politik identitas
Fresh_Graduate1,mari menciptakan pemilihan hoaks politik identitas
sumsel_polda,saudara presisi ayo menciptakan pemilihan damai berhenti hitam kampanye berhenti hoaks menciptakan suasana kondusif damai lawan politik uang permasalahan butuh bantuan polisi silahkan hubungi nomor bantuan polisi whatsapp melayani jam
polres_sula,bijak bermedia sosial hindari provokasi berita hoaks pemilihan aman damai
HaltengPolres,bijak bermedia sosial hindari provokasi berita hoaks pemilihan aman damai
Samsina69202758,mari menciptakan pemilihan aman damai hoaks politik identitas
POLSEKTGLL_15,wujudkan pemilihan damai berhenti sebarkan hoaks berbeda pilihan persatuan utama kepolisian negara republik indonesia
ari3ssimbolon,komentar baca undang undang pemilihan hoaks
POLRES_LABUSEL,bhayangkara pembina keamanan ketertiban masyarakat kepolisian sektor silangkitang ajak warga cegah hoaks jelang pemilihan
Polsek_Kalidoni,ajun inspektur polisi sarnubi bhayangkara pembina keamanan ketertiban masyarakat kelurahan sei lais pesan keamanan ketertiban masyarakat warganya termakan isuisu hoaks jelang pemilihan mengutamakan persatuan bangsa prinsip dasar proporsional
Reshalselhumas,bijak bermedia sosial hindari provokasi berita hoaks pemilihan aman damai
OganPolres,sukseskan pemilihan hoaks
LautHumas,pemilihan serentak tinggal ayo menciptakan pemilihan damai hoaks ajun komisaris polisi muhammad junaeddy johnny kepala kepolisian resor tanah laut kepolisian resor tanah laut transparan dipertanggungjawabkan logis adaptif
Polsek_Kalidoni,saudara presisi ayo menciptakan pemilihan damai berhenti hitam kampanye berhenti hoaks menciptakan suasana kondusif damai lawan politik uang
PirmanCooll,ayo hak pilihmu golongan putih solusi ayo memilih mari menciptakan pemilihan aman damai sejuk keutuhan negara kesatuan republik indonesia mari menciptakan politik damai suara mempengaruhi bangsa mari menciptakan pemilihan aman damai hoaks
resbklutara,mari menciptakan pemilihan damai hoaks
sdmunggul,hoaks jelang pemilihan menciptakan pemilihan aman damai
PolisiSukoharjo,ayo sukseskan pemilihan terprovokasi berita hoaks ujaran kebencian persaudaraan abadi
BPolsek20325,bhayangkara pembina keamanan ketertiban masyarakat edukasi masyarakat menjelang pemilihan percaya berita hoaks memecah belah persatuan kesatuan
kikysaputrii,seandainya sikap ramah peduli tanamkan musim pemilihan hujat fitnah sebar hoaks merendahkan makasih kakak ingetin bangsa indonesia memiliki budaya ramah peduli selamat
melodiii99,mari menciptakan pemilihan aman damai hoaks politik identitas
Polres_ME,prose pemilihan mari jaga keamanan kertiban kedamaian bijak berhenti hoaks suku agama ra antargolongan pemilihan pemilihan aman damai sejuk operasi mantap brata musi kepolisian negara republik indonesia
anselarsenio_,mari menciptakan pemilihan aman damai hoaks politik identitas
polreshalut_,bijak bermedia sosial hindari provokasi berita hoaks pemilihan aman damai
res_belu,mudah percaya berita hoaks baca cek pastikan waspada berita hoaks pemilihan mari sukseskan pemilihan
Polda_Malut,bijak bermedia sosial hindari provokasi berita hoaks pemilihan aman damai
beeducated01,menghitung mundur pemilihan da mengembalikan nasionalisme adu hoaks menjatuhkan lawan superior ego orang putaran ani cimin menang calon presiden pemilihan kali ajang rebutan kuasa
polseksako_plg,saudara presisi bijak cerdas medium sosial terpengaruh berita hoaks tersulut emosi mari menciptakan pemilihan aman damai
psychoeeze,mainnya coba mampir tiktok instagram coba ajak orang kehidupan nyata bahas pemilihan coba menyebut politik dinasti pendukung menemukan dirimu being panggil belagak pintar anak politik kemarin sore mendengar sekumpulan omong kosong ngaruh totalitas
Netral2024,mari menciptakan pemilihan aman damai hoaks politik identitas
szhaolusi,bagus penyebar hoaks pemilihan
icha_elsya,mari menciptakan pemilihan aman damai hoaks politik identitas
Luffy_Wano21,mari menciptakan pemilihan aman damai hoaks politik identitas
andreas2573,kemari hoaks orang berpendidikan pemilihan rakyat jelata membagongkan habis pemilihan rakyat urus perutnya merasakan zaman orde
UGM_FESS,pemilihan berusaha sekuat tenaga emosi lihat teman buta politik termakan hoaks tiktok nyadarin takut berantem
BiruScooter,presiden melanggar sumpah jabatan bertentangan pasal ayat pasal undang undang nomor pemilihan hoaks
RasizSubekti,sukseskan pemilihan penuh kedamaian waspada hoaks golongan putih tentukan pilihanmu berbeda suara tujuan indonesia raya
polseksedatisda,memelihara sitkamtibmas menjelang pemilihan edukasi warga bahaya berita hoaks isuisu memecah belah bangsa kepolisian negara republik indonesia
makmur_o,mari menciptakan pemilihan aman damai hoaks politik identitas
griyabacaku,hoaks teman bilang emil dardak bantu mengisi suara ma gibran debat calon wakil presiden malu
rider_rogue11,mari menciptakan pemilihan aman damai hoaks politik identitas
andrianputra179,mari menciptakan pemilihan aman damai hoaks politik identitas
bluepoison18J,mari menciptakan pemilihan aman damai hoaks politik identitas
eveertth,jelang pemilihan dinas komunikasi informatika papua masyarakat waspada hoaks ujaran kebencian
GiantiSetiady,mari menciptakan pemilihan aman damai hoaks politik identitas
RidwanF4jet,mari menciptakan pemilihan aman damai hoaks politik identitas
polairud_banten,polisi rukun warga direktorat kepolisian perairan udara kepolisian daerah banten melaksanakan kegiatan penyuluhan himbauan masyarakat nelayan terpicu berita hoaks menghadapi pemilihan kami
HumasResTernate,saring membagikan waspada hoaks menjelang pemilihan masyarakat cerdas berhati hati menerima informasi
ramlimudzi25400,lembaga survei pemilihan gencar hasil survei mengunggah pemberitaan hasilnya maksud mengangkat derajat pasangan calon hasil survei dipakai acuan terdaftar undang undang dasar nyatakan hoaks
suaraankri,menciptakan pemilihan hoaks
wulanjoanite,wujudkan pemilihan damai mewaspadai berita hoaks menggiring arah perpecahan menjaga persatuan kesatuan bangsa
i_bersatu,waspada pemberitaan hoaks pemilihan
taoAleah,wujudkan pemilihan damai mewaspadai berita hoaks
suroboyo_cok,waspada berita hoaks wujudkan pemilihan damai
PirmanCooll,wujudkan pemilihan damai aman mewasdapai berita hoaks jelang pemilihan laporan tolak politik identitas politik uang
PirmanCooll,ajakan sukseskan pemilihan serentak pemungutan suara februari jaga kerukunan persaudaraan wujudkan pemilihan damai aman mewasdapai berita hoaks jelang pemilihan laporan tolak politik identitas politik uang
cecile_wee,pemilihan kali menjatuhkan cerewet posting hoaks berbeda pilihan lupa bercermin
weigys,pendukung fanatiknya tiktok sosial medium dikasih fakta bilang hoaks peduli buktinya bilang acara kamisan dagangan pemilihan belasan
macesonyaa,waspadai berita hoaks jelang pemilihan laporkan tolak politik identitas politik uang
Hero_bujang,waspadai hoaks penyelenggaraan pemilihan
momenteeee,kakak pasangan calon kepentingan orang orang coba teliti pasangan calon terkena adu domba hoaks argumen pembenci pemilihan kemarin pendukungnya berantem bersatu pasangan calon putra terbaik bangsa
will_william02,waspadai berita hoaks jelang pemilihan
TitahPandita,wujudkan pemilihan hoaks ujaran kebencian
LailaHalina,wujudkan pemilihan sejuk damai menyebarkan hoaks
SantaiTerooos,waspada berita hoaks menjelang pemilihan
GiantiSetiady,wujudkan pemilihan damai mewaspadai berita hoaks menggiring arah perpecahan menjaga persatuan kesatuan bangsa
Luffy_Wano21,wujudkan pemilihan damai mewaspadai berita hoaks menggiring arah perpecahan menjaga persatuan kesatuan bangsa
AhmadSyahron11,waspada berita hoaks wujudkan pemilihan damai
AndikaSulistioo,waspada berita hoaks wujudkan pemilihan damai
citra_nasrah,waspada berita hoaks wujudkan pemilihan damai
AyuArianty99,waspada berita hoaks wujudkan pemilihan damai
CindyLestari03,waspada berita hoaks wujudkan pemilihan damai
1nsomLight,gimana tom lembong bro menyebar hoaks pasal undang undang pemilihan
sdin9139,pemilihan hoaks
sdin9139,menciptakan pemilihan hoaks
tekarok007,kasihan kadang propagandis mantan jokowi dukung ganjar tumbalkan satusatu temennya pencoblosan sebar hoaks kakak pembinanya kasihan anggota seengaknya memeriksa gitu kemarin undang undang hoaks pemilihan membagikan
PersibTea1933,tangkal hoaks pemilihan komisi pemilihan jawa barat gandeng wartawan adakan kegiatan medium
PolsekBabelan,kepala kepolisian sektor babelan kompol didik prijosusilo bersilaturahmi jamaah tokoh agama melaksanakan upaya menenangkan situasi himbauan keamanan ketertiban masyarakat jelang pemilihan waspada informasi hoaks masjid miftahul jannah perumahan villa gading harapan blok ad rukun warga kelurahan kebalen
PancasilaBumi,hoaks pemilihan musuh lawan
ymuntaz,pilih pemimpin merangkul meminggirkan kelompok pilih pemimpin fanatisme buta penyembahan individu lihat rekam jejak hasil kerjanya termakan hoaks
makmur_o,wujudkan pemilihan damai mewaspadai berita hoaks menggiring arah perpecahan menjaga persatuan kesatuan bangsa
Windi5858,waspada hoaks jelang pemilihan
Jason_scalper,sekelas tom jerry unggahan kakak narasi sesat keputusan mahkamah konstitusi anjing undang undang pemilihan konten hoaks penyebar hoaks netizen kapok
OrangBiasaAja45,pemilihan tinggal menghitung platform medium sosial isu gencar bertebaran hoaks fitnah semoga pemilihan memilih pemimpin amanah
FlyGoViz,hoaks gambar diambil pemilihan selesai
diaharmayanti1,waspada berita hoaks pemilihan
anselarsenio_,waspada berita hoaks wujudkan pemilihan damai
Ndons_Back,awas hoaks salah prabowo capai persen suara dihasil pemilihan taiwan
MellisA_An,hoaks narasi bunyi undang undang pemilihan baca isinya
Bambang_Budimab,politisi konsisten pemilihan hoaks disebarkan
TurnBackHoax,kedatangan pengungsi rohingya menambah suara pemilihan faktanya undang undang nomor pemilihan pasal angka juncto pasal hak memilih pemilihan dimiliki warga negara indonesia warga negara indonesia
pliniodireito,prabowo fitnah mari berhenti penyebaran hoaks pemilihan menandai tabrak profesor survei luhut demokrat semalam pagi pagipagi jokowi bungurasih
1polrestuban,biarkan hoaks mengganggu keadilan pemilihan kepolisian negara republik indonesia
sumsel_polda,saudara presisi bijak cerdas medium sosial terpengaruh berita hoaks tersulut emosi mari menciptakan pemilihan aman damai permasalahan butuh bantuan polisi silahkan hubungi nomor bantuan polisi layanan pesan singkat
PolsekGianyar1,wujudkan pemilihan damai hoaks ujaran kebencian kepolisian negara republik indonesia
dwide_,pemilihan menyentuh pakai berita hoaks terangan banget menjatuhkan jujur mending resep ngeliat pemilihan menyebar hoaks pembenarannya ngeliat menjatuhkan hati banget penyakit hati
Pid_humasminut,wujudkan pemilihan damai hoaks
Polsek_Kalidoni,saudara presisi bijak cerdas medium sosial terpengaruh berita hoaks tersulut emosi mari menciptakan pemilihan aman damai salam presisi
POLSEKTGLL_15,wujudkan pemilihan damai hoaks ujaran kebencian kepolisian negara republik indonesia
Claraa4yu,tip deteksi hoaks jelang pemilihan
polseksako_plg,jaga persatuan beda pilihan pemilihan aman damai terpengaruh berita hoaks isu suku agama ra antargolongan politik identitas memecah belah persatuan kesatuan bangsa
Bambang_Budimab,perang diponegoro teknik sosial kultural alah nama silam politisi konsisten pemilihan hoaks bertebaran
picassaurr,zakar banget ngeliat ortu termakan hoaks tiktok pendukung prabowo pembenci ilmu pengetahuan anjing dikasih tipikal orang menerima informasi pemilihan zakar
cielgum,sekelas partai termakan hoaks kali anjing pemilihan panas banget
CutRiznha,pemilihan kali lihat lihat mengerikan menyebar hoaks fitnah masyarakat indonesia menelan mentah mentah tolong bijak cari kebenaran informasinya telan mudah menghasut
ImaginarySteady,efek pemilihan berita hoaks bertebaran sosial medium
oreamnostar,tantangannya informasi akses mudah hoaks propagandis bayaran kehatihatian mencerna berita peran netizen ngebuat menyenangkan faktor mengawal prose pemilihan kali
sabyzilla,cepat selesai pemilihan lini bersih pendukung calon presiden lelah disajikan data fakta hoaks politik kotor
word2trash,adik pemilihan kali nyoblos termakan video menghebohkan hoaks tiktok pilih kasih fakta fakta keburukan prabowo gibran beralih pilih mari mari kasih edukasi orang orang terdekat
ceplukman26,mati penyebar hoaks kandangin musim pemilihan membahayakan
polsek_tabang,mengunjungi warga desa binaan bhayangkara pembina keamanan ketertiban masyarakat kepolisian sektor tabang himbauan waspada berita hoaks menjelang pemilihan
MarkDavista,presiden mulut membicarakan hak etika tepatnya berita hoaks musim pemilihan
duiooddi,presiden bijak mengedukasi rakyatnya termakan hoaks persaingan pemilihan
HBisalah4594,tip deteksi hoaks jelang pemilihan
TejaAru05798875,pemilihan hoaks bertebaran susah bedain fakta hoaks pembahasan pendukung pelaku kekerasan seksual masuk akal
hyunraa_,pemilihan sebar hoaks keulang pilih anjing menyebarkan ketakutan melulu sekeluarga takut pemilihan takut ricuhnya
PolsubsektorPcl,kepolisian sektor tersono melaksanakan patroli dialogis imbauan warga masyarakat jelang pemilihan mudah terpengaruh hoaks ujaran kebencian
sudrajatwika,pemilihan ulang hoaks
TurnBackHoax,makan siang gratis menyesatkan peristiwa berkaitan pemilihan program makan siang gratis fakta video dibagikan peristiwa selengkapnya
efenel28,hoaks perserikatan bangsa bangsa kong mengurus pemilihan
desisurya17,pemilihan ribet hoaks
kompasiana,pasca pemilihan medium sosial penuh berita hoaks narasi provokasi merusak nilai puasa ramadhan
woohyunpookie,pa jamanjaman pemilihan komentar hoaks gegara menggerakan termakan hoaks bersalah bela saraf otaknya coba dibawa bengkel kali diganti
BongaBo97424598,video pemilihan hoaks
KhalidFaarah,hoaks datanya komisi pemberantas korupsi kemana korupsi hilangkan unggahan medium berita hukum mati gunannya tersangka pengalih isu pemilihan
kecilamat12,waspada hoaks pasca pemilihan
PancasilaBumi,waspada hoaks hoaks terkait pemilihan pengguna medium sosial bijak
PancasilaBumi,pemilihan selesai waspada hoaks
bluepoison18J,waspada hoaks pasca pemilihan bijak bersosial medium kecerdasan buatan
bluepoison18J,pemilihan selesai waspada hoaks pasca pemilihan
moh_boesh,tim kalah pemilihan percaya hoaks disebar tim calon presiden pecundang
TurnBackHoax,kubu prabowo mengamuk puan putuskan setujui hak angket menyesatkan eksploitasi situasi politik fakta berkaitan pemilihan video dibagikan peristiwa selengkapnya
NanangN20570,hoaks narasi tujuan opini publik rame seakan orang pemilihan pemenang dipilih rakyat ditetapkan komisi pemilihan gugat alasan curang gugat pemilihan bantuan sosial dibahas aneh
dellaannissaa,lawan hoaks pasca pemilihan
dellaannissaa,waspada hoaks pasca pemilihan
IndoEmas2025,hoaks beredar ciptain opini menyimpang arah publik mari wapada hoaks cek informasi terima
Fajarputraa2,awas hoaks pemilihan
ImaginarySteady,malas debat orang salah sulit kalah sulit terima kirain pemilihan nafas lega menangkal hoaks bertebaran dimana tahunya jaga kandang
BenangBiruFelt,kemarin menuntut pemilihan ulang gibran menuntut pemilihan ulang prabowo gibran hoaks nyata nanya
PancasilaBumi,bijaklah waspada hoaks hoaks terkait pemilihan
SidabutarBoston,sembilan oposisi wajar kenaikan suara menyambung konteks politik indonesia kursi ditukar magang pemilihan februari agus harimurti yudhoyono dilantik menteri februari hoaks parah
bluepoison18J,waspada hoaks pasca pemilihan bijak bersosial medium mudah terprovokasi
JoinNkri,mengaku ahli telematika mengeluarkan teori liar terkait pemilihan hoaks
CarolinaSario,waspada hoaks pasca pemilihan
jordi_danny,waspada hoaks pasca pemilihan mudah terprovokasi sosial medium
TurnBackHoax,keputusan komisi pemilihan batal hukum konten dimanipulasi faktanya tanggal maret komisi pemilihan resmi tetapkan keputusan terkait hasil pemilihan bernomor bukti sah terkait pembatalan keputusan selengkapnya
muannas_alaidid,akibat hoaks hasil pemilihan presiden ditindak politisi bukti suara paslonnya provinsi menang beda resmi komisi pemilihan mengalah pemilihan maunya putaran hasil pemilihan sirekap komisi pemilihan dipasang skrip javascript rekayasa
WolfIND13,untung prabowo grup kelompok biang kerok rusuh tukang adu domba fitnah caci maki nyebarin hoaks jualan agama pemilihan dukung prabowo kalah
CentrumGadis,hoaks fakta pemilihan berjalan langsung bebas rahasia jujur adil narasi bukti
terpanggil313,kebanyakan omongan pendukung kejam belagak intelek belagak pintar gemar hoaks orang hormat ani ganjar pemilihan ulang sadis kalahnya
OiCoffe,roy suryo penyebar hoaks pemilihan selesai berjalan aman damai
SilverR49571250,makan siang gratis negara berkembang bu ekonomi realistis bantuan sosial covid dikorup dana kemarin bantuan sosial pemilihan ilang nama rumah uang muka sukses ambil info hoaks
meldotpi,pemilihan kemarin contoh gagalnya pendidikan bisanya kejadian hoaks gen z menangis gurunya orang tua masyarakatnya gagal gagal pr pendidikan berat banget kompas moral dibenerin
ratpurba,pemohon mengajukan gugatan sengketa pemilihan orasi kampanye pemilihan presiden puas pidato debat pemilihan presiden kampanye ambil alih tugas kuasa hukum refly harun pengacara abal kartu tanda advokat palsu pengacara dasar tim penyebar hoaks gugatan
beolcpirit,sisi berat menyalahkan rakyat pemerintah memelihara kebodohan rakyat mudah dimanipulasi dimanfaatkan suaranya pemilihan salah pemerintah rakyat dimanipulasi adu domba termakan fitnah hoaks propagandis
PemiluDamai2024,boediono deklarasikan partai pengusung gor sabuga insitut teknologi bandung bandung dihadiri ketua majelis syuro partai keadilan sejahtera presiden partai keadilan sejahtera gimana hidayat nur wahid menunggu komisi pemilihan hoaks
AmeeyMiLati07,hoaks cari kebenarannya bantuan sosial jokowi lebaran kemarin jokowi sebar bantuan sosial video menjelang pemilihan silahkan fitnah jokowi menanggung dosanya akhirat
yunankingstar1,salah contoh dibawah teriak kecurangan partai demokrasi indonesia perjuangan lakukan hoaks sembarangan teriak pemilihan kecurangan manipulasi suara mengubah suara bersentuhan sanksi pidana
adysufardyrifai,salah bentuk kebodohan percaya hoaks beredar pemilihan negara dilaksanakan
LebahMd36214528,kura perahu pura pemilihan kali syarat kecurangan terstruktur sistematis masif
PolsekArcamanik,klarifikasi hoaks penelusuran faktanya video unggahan demonstrasi mei kelompok masyarakat bentuk kekecewaan penyelenggaraan pemilihan
bajaalot,orang orang suka banget teori konspirasi bumi datar korona hoaks pemilihan curang kebanyakan pendukung ani
DonaHarunnisa,hoaks video urusan pemilihan
H4l1mun_D1n61n,hasil pemilihan presiden sakit hati politisi konsisten doang nambah politisi konsisten politisi konsisten cirinya tukang hoaks menyerang jokowi keluarga pemilihan ulang pasangan calon pemuja hak angket kelompoknya curang salah
SaifuddinSay,bantuan sosial dirapel menjelang pemilihan hoaks bodoh fakta
proclaro_lover,qodari hasto sekretaris jenderal kejam istilah pemilihan kejam sekretaris jenderal kejam memakai data hoaks argumentasinya forum resmi kebrutalan sekretaris jenderal bernama hasto tolong dipertimbangkan serius bu megawati
WahyuDj99,politikus sungguh sungguh belajaran buktinya berita hoaks termakan dana pemilihan rupiah hanyut efeknya cerewet bata
LebahMd36214528,pemilihan kecurangan terstruktur sistematis masif menang menang
mamwot,pemilihan mari majukan indonesia berhenti provokasi berhenti hoaks
PancasilaBumi,pemilihan selesai waspada hoaks terkait pemilihan
Raja_Asahan,giat kepala unit pembinaan masyarakat kepolisian sektor pulau raja kepolisian resor asahan ajun inspektur polisi nyonya siregar pesan keamanan ketertiban masyarakat masyarakat berita hoaks pasca pemilihan desa aek ledong kecamatan aek ledong kabupaten asahan
Donie707,berita sampah hoaks video narasi
YYmphilips,prosesnya berhenti menang mahkamah konstitusi bikin fitnah hoaks hasto calon presiden dituntut pengadilan tim hukum orang sejenis muncul pemilihan demokrasi sehat
DargombezDargo2,indonesia propagandis ganjar menyebar teror menyerang pemerintah menindas pemenang pemilihan menyebar hoaks fitnah
RIPDEMOKRASI,halo berita hoaks tanggung tanggung menyebarkan beras bantuan sosial menjelang pemilihan kemarin jawa nomor lumbung suara pemilihan republik indonesia ikuti jawa timur jawa barat urutan nomor nomor
Donie707,konten orang dungu penyebar hoaks hati hati
OppungTp,memalukan ganjar mengeklaim menang negeri tahunya hoaks memalukan calon presiden pemilihan presiden memalukan sejarah pemilihan indonesia
TedInvestigasi,penyebar hoaks kasih bukti somasi menteri kesehatan pelepasan nyamuk wolbachia melanggar hukum bukti efektivitas data direkayasa sibuk pemilihan menggugat menteri kesehatan
proclaro_lover,sekretaris jenderal hasto konsumsi berita hoaks medium sosial pendukungnya mempercayai qodari dianggap hasil pemilihan tepatnya tanggal januari ganjar mahfud data data survei daerah khusus ibukota nasional pemungutan suara insitut bukti video
robbysiregar__,salah lemahnya twitter orang pintar kosong hoaks tebar pemilihan ciri indonesia sulit maju
PancasilaBumi,waspada hoaks pasca pemilihan bijaklah bermedia sosial
polsek_pklkuras,bhayangkara pembina keamanan ketertiban masyarakat desa sorek brigadir polisi kepala ilham kegiatan silahturahmi masyarakat pasca selesainya pemilihan bertujuan mengimbau warga termakan isu hoaks medium sosial warga tenang pasca pemilihan
nkriberpolitik,komunitas suryosowan siber ajak masyarakat termakan hoaks hasil pemilihan
andrianputra179,termakan hoaks hasil pemilihan
jejelucious,komunitas surosowan siber mengajak masyarakat termakan hoaks hasil pemilihan
Fajarputraa2,komunitas suryosowan siber ajak masyarakat termakan hoaks hasil pemilihan
jordi_danny,bijak bersosial medium waspada hoaks pasca pemilihan
lagiantre,komunitas surosowan siber ajak masyarakat termakan hoaks hasil pemilihan
AbdulJaya404,berhenti hoaks provokasi hasil pemilihan tetapkan komisi pemilihan
makmur_o,komunitas surosowan siber ajak masyarakat termakan hoaks hasil pemilihan
radiopatria,kepolisian resor blitar kota pastikan isu kepolisian negara republik indonesia mengakses situs sirekap pemilihan milik komisi pemilihan republik indonesia hoaks alias ajun komisaris polisi danang setyo pambudi kepala kepolisian resor blitar kota kepolisian negara republik indonesia memiliki akses situs sirekap pemilihan milik komisi pemilihan republik indonesia menurutnya tugas utama
3Muzaeny88005,layak jokowi penjara terang benderang kesalahannya tipu daya hoaks pinjaman negeri tambang sekolah menengah kejuruan lapangan kerja china bantuan sosial bantuan langsung tunai pemilihan mengajak kepala desa gelora karno daerah dukung jokowi bermoral adab
syahirularif,faktanya profesor hoaks sekelas profesor sebar hoaks pemilihan
syahirularif,sekelas profesor sebar hoaks pemilihan
Dragonking_03,fakta hoaks kah situasi pemilihan kali profesor sobat salinan karbon
TurnBackHoax,massa membakar gedung badan pengawas pemilihan tolak hasil pemilihan informasi menyesatkan faktanya kejadian kerusuhan po polisi kantor badan pengawas pemilihan mei selengkapnya
EAemeng,pemilihan orang gila parah main medium sosial menebar kebencian berita hoaks
Pencerah___,kepolisian resor jakarta selatan connie bakrie dilaporkan kepolisian daerah metro informasi palsu bersumber connie isu terkait sirekap pemilihan dalang penyebar hoaks terkait isu pembelian mirage dimana prabowo fitnah terima suap
ninnapranas,mengajukan partai solidaritas indonesia tolong baca dimana disahkan gugatannya mahasiswa universitas surakarta almas tsaibbbirru paman divonis melanggar etik berat diberhentikan partai demokrasi indonesia perjuangan mengajukan pemilihan tertutup umur heran orang termakan hoaks
MaisterBianco,pertanggung jawabkan komentar daerah warganya ancam suka emosi pernyataan dengar orang sebarkan hoaks fitnah zaman pemilihan suharto warga ancam selesai ancam
Kucingmemo,aduh kasihan stres depresi kakak antarkan bukti hasil pemilihan tim amin mahkamah konstitusi hobi senangnya sebar hoaks
LinaArmina,pemilihan damai hoaks ricuh
HaoTweet,demokrasi kali kalah celah teriak curang lelah pemilihan kalah terima teriak curang tim internal amin hitungan suara hasil ditanggapi rekapitulasi provinsi hoaks
syawalleehid,saking dramanya pemilihan hoaks lihat oktober dilantik isu banteng main kaki keliatan kemunculannya cenderung beneran hoaks kabar salah
adietz_Edogawa,pemilihan orang kebakaran jenggot nama bikin hoaks kalah
babigeprek_,baca berita pemilihan kemarin hoaks memfitnah pasangan calon
Khrtlnd12,pa pemilihan kemarin berita hoaks pengirim
dudidudiidumb,berita pemilihan pengirim hoaks
Andria75777,pemilihan pengacara populer alvin lee penjara ngomong tentukan pemenang pemilihan cuek alvin hoaks terbukti alvin lee pemilihan
bluepoison18J,waspada hoaks pasca pemilihan bijak bersosial medium
PancasilaBumi,waspada hoaks pasca pemilihan
CarolinaSario,waspada hoaks pasca pemilihan bijak bermedia sosial
jordi_danny,waspada hoaks pasca pemilihan bijak bersosial medium
ArdoyantoE,bodohnya kertas surat suara saksi nyata hoaks dikasus aturan peraturan undang undang pemilihan lapor badan pengawas pemilihan nyata fakta valid angkuhnya belagak tahunya mengubah angka daerah saksi
LinaArmina,pemilihan damai hoaks
gwynethiraadong,bhayangkara pembina keamanan ketertiban masyarakat dukuh himbau warga mewaspadai hoaks pasca pemilihan
gwynethiraadong,waspadai hoaks pemilihan pesan patroli kepolisian sektor sidomukti
gwynethiraadong,pemilihan warga mewaspadai hoaks pesan anggota kepolisian sektor sidomukti
AryoDek0,waspadai hoaks pemilihan pesan patroli kepolisian sektor sidomukti
AryoDek0,pemilihan warga mewaspadai hoaks pesan anggota kepolisian sektor sidomukti
AryoDek0,bhayangkara pembina keamanan ketertiban masyarakat dukuh himbau warga mewaspadai hoaks pasca pemilihan
sukimayy_,bhayangkara pembina keamanan ketertiban masyarakat dukuh himbau warga mewaspadai hoaks pasca pemilihan
sukimayy_,waspadai hoaks pemilihan pesan patroli kepolisian sektor sidomukti
sukimayy_,pemilihan warga mewaspadai hoaks pesan anggota kepolisian sektor sidomukti
subang_damai,manusia penyebar hoaks teriak pemilihan curang bukti
TjepiLufti,bikin hoaks memanaskan rakyat pemilihan lakukan semoga periode menang
infovalidd,gelandangan politik teriak pemilihan curang bukti
dewimajid4,menerima melawan culas curang pasangan calon penyelenggara pemilihan pilih sang pembohong fakta hoaks memenangkan anaknya calon wakil presiden cacat hukum dibantu pamannya mahkamah konstitusi
zaciars,internet mati gara gara pemilihan salah jokowi apapun hoaks matikan internetnya pemerintah
